id;produit;nom;siret;adresse;tel;fax;contact_nom;contact_mail;reconnaissance;prez;motscles
15669;Val de Loire Indre gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S361;
15672;Val de Loire Indre primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B361;
15674;Val de Loire Indre primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S361;
15676;Val de Loire Indre primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S361;
15678;Val de Loire Indre primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R361;
15680;Val de Loire Indre rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S361;
15682;Val de Loire Indre rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R361;
15685;Val de Loire Indre-et-Loire blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B371;
15687;Val de Loire Indre-et-Loire gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S371;
15689;Val de Loire Indre-et-Loire primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B371;
15691;Val de Loire Indre-et-Loire primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S371;
15693;Val de Loire Indre-et-Loire primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S371;
15695;Val de Loire Indre-et-Loire primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R371;
15697;Val de Loire Indre-et-Loire rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S371;
15699;Val de Loire Indre-et-Loire rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R371;
15701;Val de Loire Loir-et-Cher blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B411;
15703;Val de Loire Loir-et-Cher gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S411;
15705;Val de Loire Loir-et-Cher primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B411;
15707;Val de Loire Loir-et-Cher primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S411;
15709;Val de Loire Loir-et-Cher primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R411;
15711;Val de Loire Loir-et-Cher rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S411;
15714;Val de Loire Loire-Atlantique blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B441;
15718;Val de Loire Loire-Atlantique gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S441;
15720;Val de Loire Loire-Atlantique primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B441;
15722;Val de Loire Loire-Atlantique primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S441;
15723;Val de Loire Loir-et-Cher primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S411;
15724;Val de Loire Loir-et-Cher rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R411;
15726;Val de Loire Loire-Atlantique primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S441;
15728;Val de Loire Loire-Atlantique primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R441;
15730;Val de Loire Loire-Atlantique rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S441;
15735;Val de Loire Loiret gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S451;
15737;Val de Loire Loiret primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B451;
15739;Val de Loire Loiret primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S451;
15741;Val de Loire Loiret primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S451;
15743;Val de Loire Loiret primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R451;
15745;Val de Loire Loiret rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S451;
15747;Val de Loire Loiret rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R451;
15749;Val de Loire Maine-et-Loire blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B491;
15750;Val de Loire Loire-Atlantique rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R441;
15751;Val de Loire Loiret blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B451;
15753;Val de Loire Maine-et-Loire gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S491;
15756;Val de Loire Maine-et-Loire primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B491;
15758;Val de Loire Maine-et-Loire primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S491;
15760;Val de Loire Maine-et-Loire primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S491;
15762;Val de Loire Maine-et-Loire primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R491;
15764;Val de Loire Maine-et-Loire rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S491;
15766;Val de Loire Maine-et-Loire rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R491;
15768;Val de Loire Marches de Bretagne blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B493;
15770;Val de Loire Marches de Bretagne gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S493;
15772;Val de Loire Marches de Bretagne primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B493;
15774;Val de Loire Marches de Bretagne primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S493;
15776;Val de Loire Marches de Bretagne primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S493;
15778;Val de Loire Marches de Bretagne primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R493;
15780;Val de Loire Marches de Bretagne rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S493;
15782;Val de Loire Marches de Bretagne rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R493;
15784;Val de Loire Nièvre blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B581;
15786;Val de Loire Nièvre gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S581;
15788;Val de Loire Nièvre primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B581;
15790;Val de Loire Nièvre primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S581;
15792;Val de Loire Nièvre primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S581;
15793;Corbières blanc;Syndicat général de l’AOC Corbières;31829279400027;Le Chateau de Boutenac 11200 BOUTENAC;04 68 27 73 00;04 68 27 73 01;Catherine VERNEUIL;syndicat@aoc-corbieres.com;CNV2007/60 du 18 juin 2007;Monsieur Olivier VERDALE;Vins - Vin tranquille - Blanc - Sec (usage) -  - 1B493;
15794;Corbières rosé;Syndicat général de l’AOC Corbières;31829279400027;Le Chateau de Boutenac 11200 BOUTENAC;04 68 27 73 00;04 68 27 73 01;Catherine VERNEUIL;syndicat@aoc-corbieres.com;CNV2007/60 du 18 juin 2007;Monsieur Olivier VERDALE;Vins - Vin tranquille - Rosé - Sec (usage) -  - 1S493;
15795;Corbières rouge;Syndicat général de l’AOC Corbières;31829279400027;Le Chateau de Boutenac 11200 BOUTENAC;04 68 27 73 00;04 68 27 73 01;Catherine VERNEUIL;syndicat@aoc-corbieres.com;CNV2007/60 du 18 juin 2007;Monsieur Olivier VERDALE;Vins - Vin tranquille - Rouge - Sec (usage) -  - 1R493;
15798;Val de Loire Nièvre primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R581;
15802;Val de Loire Nièvre rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S581;
15807;Val de Loire Nièvre rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R581;
15809;Val de Loire Pays de Retz blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Blanc - Régional - 3B494;
15811;Val de Loire Pays de Retz gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S494;
15813;Val de Loire Pays de Retz primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B494;
15815;Val de Loire Pays de Retz primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S494;
15817;Val de Loire Pays de Retz primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S494;
15819;Val de Loire Pays de Retz primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R494;
15821;Val de Loire Pays de Retz rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé - Régional - 3S494;
15823;Val de Loire Pays de Retz rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rouge - Régional - 3R494;
15825;Val de Loire primeur ou nouveau blanc;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Blanc - Régional - 3B009;
15828;Val de Loire primeur ou nouveau gris;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S009;
15830;Val de Loire primeur ou nouveau rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rosé - Régional - 3S009;
15832;Val de Loire primeur ou nouveau rouge;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin primeur - Rouge - Régional - 3R009;
15834;Val de Loire rosé;Syndicat des Vins IGP du Val de Loire;38168287100037;6 rue du Maine 49100 ANGERS;02 41 87 25 81;;LALLOUET-JONAS Justin (directeur);direction@igpvaldeloire.fr;CNIGPV/2011/09 du 12 octobre 2011;Madame Catherine MOTHERON;Vins - Vin tranquille - Rosé -  - Régional - 3S009;
