Statut CE,Statut FR,Appellation,Dénomination,Produit,Catégorie générale,Sous Catégorie,Couleur,Sucrosité,Mention,Code INAO,url site
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Perrières,Nuits-Saint-Georges premier cru Les Perrières blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 31,http://www.inao.gouv.fr/produit/9900
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Hauts Pruliers,Nuits-Saint-Georges premier cru Les Hauts Pruliers rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 30,http://www.inao.gouv.fr/produit/9899
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Hauts Pruliers,Nuits-Saint-Georges premier cru Les Hauts Pruliers blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 30,http://www.inao.gouv.fr/produit/9898
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Didiers,Nuits-Saint-Georges premier cru Les Didiers rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 29,http://www.inao.gouv.fr/produit/9897
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Didiers,Nuits-Saint-Georges premier cru Les Didiers blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 29,http://www.inao.gouv.fr/produit/9896
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Damodes,Nuits-Saint-Georges premier cru Les Damodes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 28,http://www.inao.gouv.fr/produit/9895
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Damodes,Nuits-Saint-Georges premier cru Les Damodes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 28,http://www.inao.gouv.fr/produit/9894
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Crots,Nuits-Saint-Georges premier cru Les Crots rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 27,http://www.inao.gouv.fr/produit/9893
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Crots,Nuits-Saint-Georges premier cru Les Crots blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 27,http://www.inao.gouv.fr/produit/9892
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Chabœufs,Nuits-Saint-Georges premier cru Les Chabœufs rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 26,http://www.inao.gouv.fr/produit/9891
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Chabœufs,Nuits-Saint-Georges premier cru Les Chabœufs blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 26,http://www.inao.gouv.fr/produit/9890
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Cailles,Nuits-Saint-Georges premier cru Les Cailles rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 25,http://www.inao.gouv.fr/produit/9889
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Cailles,Nuits-Saint-Georges premier cru Les Cailles blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 25,http://www.inao.gouv.fr/produit/9888
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Argillières,Nuits-Saint-Georges premier cru Les Argillières rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 24,http://www.inao.gouv.fr/produit/9887
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Argillières,Nuits-Saint-Georges premier cru Les Argillières blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 24,http://www.inao.gouv.fr/produit/9886
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru La Richemone,Nuits-Saint-Georges premier cru La Richemone rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 23,http://www.inao.gouv.fr/produit/9885
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru La Richemone,Nuits-Saint-Georges premier cru La Richemone blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 23,http://www.inao.gouv.fr/produit/9884
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru En la Perrière Noblot,Nuits-Saint-Georges premier cru En la Perrière Noblot rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 22,http://www.inao.gouv.fr/produit/9883
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru En la Perrière Noblot,Nuits-Saint-Georges premier cru En la Perrière Noblot blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 22,http://www.inao.gouv.fr/produit/9882
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos Saint-Marc,Nuits-Saint-Georges premier cru Clos Saint-Marc rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 14,http://www.inao.gouv.fr/produit/9881
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos Saint-Marc,Nuits-Saint-Georges premier cru Clos Saint-Marc blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 14,http://www.inao.gouv.fr/produit/9880
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Porrets-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Porrets-Saint-Georges rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 21,http://www.inao.gouv.fr/produit/9879
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Porrets-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Porrets-Saint-Georges blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 21,http://www.inao.gouv.fr/produit/9878
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Grandes Vignes,Nuits-Saint-Georges premier cru Clos des Grandes Vignes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 20,http://www.inao.gouv.fr/produit/9877
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Grandes Vignes,Nuits-Saint-Georges premier cru Clos des Grandes Vignes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 20,http://www.inao.gouv.fr/produit/9876
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Forêts Saint-Georges,Nuits-Saint-Georges premier cru Clos des Forêts Saint-Georges rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 19,http://www.inao.gouv.fr/produit/9875
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Forêts Saint-Georges,Nuits-Saint-Georges premier cru Clos des Forêts Saint-Georges blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 19,http://www.inao.gouv.fr/produit/9874
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Corvées,Nuits-Saint-Georges premier cru Clos des Corvées rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 17,http://www.inao.gouv.fr/produit/9873
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Corvées Pagets,Nuits-Saint-Georges premier cru Clos des Corvées Pagets rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 18,http://www.inao.gouv.fr/produit/9872
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Corvées Pagets,Nuits-Saint-Georges premier cru Clos des Corvées Pagets blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 18,http://www.inao.gouv.fr/produit/9871
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Corvées,Nuits-Saint-Georges premier cru Clos des Corvées blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 17,http://www.inao.gouv.fr/produit/9870
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Argillières,Nuits-Saint-Georges premier cru Clos des Argillières rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 16,http://www.inao.gouv.fr/produit/9869
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos des Argillières,Nuits-Saint-Georges premier cru Clos des Argillières blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 16,http://www.inao.gouv.fr/produit/9868
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos de la Maréchale,Nuits-Saint-Georges premier cru Clos de la Maréchale rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 15,http://www.inao.gouv.fr/produit/9867
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos de la Maréchale,Nuits-Saint-Georges premier cru Clos de la Maréchale blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 15,http://www.inao.gouv.fr/produit/9866
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos Arlot,Nuits-Saint-Georges premier cru Clos Arlot rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 13,http://www.inao.gouv.fr/produit/9865
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Clos Arlot,Nuits-Saint-Georges premier cru Clos Arlot blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 13,http://www.inao.gouv.fr/produit/9864
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Château Gris,Nuits-Saint-Georges premier cru Château Gris rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 12,http://www.inao.gouv.fr/produit/9863
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Château Gris,Nuits-Saint-Georges premier cru Château Gris blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 12,http://www.inao.gouv.fr/produit/9862
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Chaines Carteaux,Nuits-Saint-Georges premier cru Chaines Carteaux rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 11,http://www.inao.gouv.fr/produit/9861
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Chaines Carteaux,Nuits-Saint-Georges premier cru Chaines Carteaux blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 11,http://www.inao.gouv.fr/produit/9860
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru,Nuits-Saint-Georges premier cru blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407,http://www.inao.gouv.fr/produit/9859
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Vignerondes,Nuits-Saint-Georges premier cru Aux Vignerondes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 10,http://www.inao.gouv.fr/produit/9858
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Vignerondes,Nuits-Saint-Georges premier cru Aux Vignerondes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 10,http://www.inao.gouv.fr/produit/9857
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Thorey,Nuits-Saint-Georges premier cru Aux Thorey rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 09,http://www.inao.gouv.fr/produit/9856
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Thorey,Nuits-Saint-Georges premier cru Aux Thorey blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 09,http://www.inao.gouv.fr/produit/9855
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Perdrix,Nuits-Saint-Georges premier cru Aux Perdrix rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 08,http://www.inao.gouv.fr/produit/9854
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Perdrix,Nuits-Saint-Georges premier cru Aux Perdrix blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 08,http://www.inao.gouv.fr/produit/9853
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Murgers,Nuits-Saint-Georges premier cru Aux Murgers rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 07,http://www.inao.gouv.fr/produit/9852
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Murgers,Nuits-Saint-Georges premier cru Aux Murgers blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 07,http://www.inao.gouv.fr/produit/9851
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Cras,Nuits-Saint-Georges premier cru Aux Cras rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 06,http://www.inao.gouv.fr/produit/9850
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Cras,Nuits-Saint-Georges premier cru Aux Cras blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 06,http://www.inao.gouv.fr/produit/9849
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Champs Perdrix,Nuits-Saint-Georges premier cru Aux Champs Perdrix rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 05,http://www.inao.gouv.fr/produit/9848
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Champs Perdrix,Nuits-Saint-Georges premier cru Aux Champs Perdrix blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 05,http://www.inao.gouv.fr/produit/9847
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Chaignots,Nuits-Saint-Georges premier cru Aux Chaignots rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 04,http://www.inao.gouv.fr/produit/9846
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Chaignots,Nuits-Saint-Georges premier cru Aux Chaignots blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 04,http://www.inao.gouv.fr/produit/9845
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Bousselots,Nuits-Saint-Georges premier cru Aux Bousselots rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 03,http://www.inao.gouv.fr/produit/9844
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Bousselots,Nuits-Saint-Georges premier cru Aux Bousselots blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 03,http://www.inao.gouv.fr/produit/9843
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Boudots,Nuits-Saint-Georges premier cru Aux Boudots rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 02,http://www.inao.gouv.fr/produit/9842
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Boudots,Nuits-Saint-Georges premier cru Aux Boudots blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 02,http://www.inao.gouv.fr/produit/9841
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Argillas,Nuits-Saint-Georges premier cru Aux Argillas rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 01,http://www.inao.gouv.fr/produit/9840
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Aux Argillas,Nuits-Saint-Georges premier cru Aux Argillas blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 01,http://www.inao.gouv.fr/produit/9839
